id,beskrivelse,kode,kodenr_delete,art,box1,box2,box3,box4,box5,box6,box7,box8,box9,box10,box11,box12,box13,box14,kodenr,fiscal_year
568,kreditorlistevisning,kreditor,67,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"







",,,,,67,0
569,debitorlistevisning,debitor,67,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,67,0
570,debitorlistevisning,historik,13,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,13,0
20,POS_valg,,1,POS,6,18011	18010	18012	18013	18013	18013,1	2	3	6	0	0,14,Betalingskort	Tilgodebevis	Gavekort	Mobilepay	Dankort	Mastercard	Visa	Diners	Acceptcard	VisaDankort	Visa-Electron	Mastercard-Debet	Sparxpres	Visa-kort,16650	26120	26120	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650,1	1	1	1	0	0,3,,on,on,on,0,,1,1
596,POS_valg,,,POS,6,18011	18010	18012	18013	18013	18013,1	2	3	6	0	0,14,Betalingskort	Tilgodebevis	Gavekort	Mobilepay	Dankort	Mastercard	Visa	Diners	Acceptcard	VisaDankort	Visa-Electron	Mastercard-Debet	Sparxpres	Visa-kort,16650	26120	26120	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650,1	1	1	1	0	0,3,,on,on,on,0,,1,2
881,kreditorlistevisning,kreditor,,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"







",,,,,80,0
597,Pos valg,,,POS,0,on,192.168.1.62	192.168.0.102	10.12.14.213	box	localhost	localhost,					,													,,Lotte 1	Lotte 2	Lotte 3	Lotte 4	Jens R 1	Jens R 2	Jens R 3	Jens R 4	Tom 1	Tom 2	Tom 3	Tom 4	Leif 1	Leif 2	Leif 3	Leif 4	Jim 1	Jim 2	Jim 3	Jim 4	Jens 1	Jens 2	Jens 3	Jens 4	Flemming 1	Flemming 2	Flemming 3	Flemming 4	Nicoline 1	Nicoline 2	Nicoline 3	Nicoline 4	Jesper 1	Jesper 2	Jesper 3	Jesper 4	Morten 1	Morten 2	Morten 3	Morten 4	John 1	John 2	John 3	John 4	Nikolaj 1	Nikolaj 2	Nikolaj 3	Nikolaj 4	Phillip 1	Phillip 2	Phillip 3	Phillip 4	Claus 1	Claus 2	Claus 3	Claus 4	Andreas B 1	Andreas B 2	Andreas B 3	Andreas B 4	Mads Emil 1	Mads Emil 2	Mads Emil 3	Mads Emil 4	Mads Vibe 1	Mads Vibe 2	Mads Vibe 3	Mads Vibe 4	Michael c 1	Michael c 2	Michael c 3	Michael c 4	Lars 1	Lars 2	Lars 3	Lars 4	Frederik 1	Frederik 2	Frederik 3	Frederik 4	Kaspar 1	Kaspar 2	Kaspar 3	Kaspar 4	Jack 1	Jack 2	Jack 3	Jack 4	Kasper Å	Kasper Å	Kasper Å	Kasper Å	Nikolaj Tang 1	Nikolaj Tang 2	Nikolaj Tang 3	Nikolaj Tang 4	Bord 97	Bord 98	Bord 99	Bord 100,18021	18020	18022	18023	18023	18023,1050	1050	1050	1050	1050	1050,					,,on,					,on,2,2
882,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,80,0
609,Renter og gebyrer, ,,VG,,,9100,9100,,,on,,,,,,,,10,2
624,POS_valg,,,POS,6,18011	18010	18012	18013	18013	18013,1	2	3	6	0	0,14,Betalingskort	Tilgodebevis	Gavekort	Mobilepay	Dankort	Mastercard	Visa	Diners	Acceptcard	VisaDankort	Visa-Electron	Mastercard-Debet	Sparxpres	Visa-kort,16650	26120	26120	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650,1	1	1	1	0	0,3,,on,on,on,0,,1,3
637,Renter og gebyrer, ,,VG,,,9100,9100,,,on,,,,,,,,10,3
652,POS_valg,,,POS,6,18011	18010	18012	18013	18013	18013,1	2	3	6	0	0,14,Betalingskort	Tilgodebevis	Gavekort	Mobilepay	Dankort	Mastercard	Visa	Diners	Acceptcard	VisaDankort	Visa-Electron	Mastercard-Debet	Sparxpres	Visa-kort,16650	26120	26120	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650,1	1	1	1	0	0,3,,on,on,on,0,,1,4
708,POS_valg,,,POS,6,18011	18010	18012	18013	18013	18013,1	2	3	6	0	0,14,Betalingskort	Tilgodebevis	Gavekort	Mobilepay	Dankort	Mastercard	Visa	Diners	Acceptcard	VisaDankort	Visa-Electron	Mastercard-Debet	Sparxpres	Visa-kort,16650	26120	26120	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650,1	1	1	1	0	0,3,,on,on,on,0,,1,6
540,debitorlistevisning,debitor,4,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	email,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	email,100,								,,"
conny






",,,,,4,0
833,Fragt uden moms, ,,VG,,,15228,15228,,,on,,,,15228,,15228,,18,8
834,Told, ,,VG,,,15227,15227,,,on,,,,15227,,15227,,19,8
665,Renter og gebyrer, ,,VG,,,9100,9100,,,on,,,,,,,,10,4
680,POS_valg,,,POS,6,18011	18010	18012	18013	18013	18013,1	2	3	6	0	0,14,Betalingskort	Tilgodebevis	Gavekort	Mobilepay	Dankort	Mastercard	Visa	Diners	Acceptcard	VisaDankort	Visa-Electron	Mastercard-Debet	Sparxpres	Visa-kort,16650	26120	26120	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650,1	1	1	1	0	0,3,,on,on,on,0,,1,5
693,Renter og gebyrer, ,,VG,,,9100,9100,,,on,,,,,,,,10,5
721,Renter og gebyrer, ,,VG,,,9100,9100,,,on,,,,,,,,10,6
736,POS_valg,,,POS,6,18011	18010	18012	18013	18013	18013,1	2	3	6	0	0,14,Betalingskort	Tilgodebevis	Gavekort	Mobilepay	Dankort	Mastercard	Visa	Diners	Acceptcard	VisaDankort	Visa-Electron	Mastercard-Debet	Sparxpres	Visa-kort,16650	26120	26120	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650	16650,1	1	1	1	0	0,3,,on,on,on,,,1,7
749,Renter og gebyrer, ,,VG,,,9100,9100,,,on,,,,,,,,10,7
856,Renter og gebyrer, ,,VG,,,9100,9100,,,on,,,,,,,,10,8
367,ordrelistevisning,ordrer,37,OLV,,../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum",",100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",20,ordrenr desc,"161794





",",,,,,on,,",,,,,37,0
338,Ordrelistevisning,ordrer,33,OLV,"70966,70964,70956,70945,70939,70933,70915,70912,70908,70903,70886,70855,70849,70786,70785,70754,70740,70739,70691,70686,70653,70630,70629,70611,70602,70530,70527,70500,70497,70496,70495,70494,70493,70490,70484,70473,70421,70400,70380,70367,70357,70356,70338,70345,70337,70252,70251,70220,70178,70175,70173,70143,70122,70053,70038,69989,69977,69875,69872,69825,69819,69736,69649,69639,69636,69605,69590,69566,69551,69528,69494,69457,69428,69407,69402,69395,69325,69309,69302,69296,69266,69236,69233,69230,69211,69185,69169,69156,69123,69109,69091,69088,69086,69072,69025,68998,68988,68977",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,S&aelig;lger,Ordresum",100,,"





",",,,,,,,",,,,,33,0
895,ordrelistevisning,faktura,,OLV,253634,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum_m_moms",",100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"

173097





",",,,,,,,on,,",,,,,82,0
793,ordrelistevisning,ordrer,,OLV,"256216,256214,256196,256191,256186,256137,256131,256129,256126,256121,256119,256069,256066,256036,256035,256033,256028,256004,255981,255978,255971,255963,255933,255901,255890,255887,255883,255880,255876,255858,255851,255841,255823,255815,255807,255789,255788,255787,255781,255776,255770,255767,255765,255761,255754,255750,255705,255704,255698,255697,255694,255686,255684,255682,255660,255642,255611,255589,255568,255547,255538,255536,255516,255514,255509,255485,255481,255479,255478,255475,255472,255454,255449,255440,255438,255436,255420,255403,255367,255362,255347,255337,255322,255316,255310,255307,255305,255302,255290,255288,255287,255278,255270,255235,255181,255149,255142,255131,255125",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"





",",,,,,on,,",,,,,73,0
951,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,38,0
297,Ordrelistevisning,ordrer,29,OLV,,../index/menu.php,"ordrenr,betalings_id,ordredate,ordrenr,kontonr,firmanavn,ref,sum,",",100,100,100,100,150,100,100,0","right,left,left,left,left,left,left,right,","Ordrenr.,HA,Ordredato,Ordre,Kontonr.,Firmanavn,Sælger,Ordresum,",100,ordrenr desc,"






5999,95
",",,,,,,on,,,",,,,,29,0
103,ordrelistevisning,faktura,11,OLV,254592,../index/menu.php,"ordrenr,ordredate,fakturanr,kundeordnr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum_m_moms",",100,100,50,100,100,150,100,100,100","right,left,right,left,left,left,left,left,left,right","Ordre,Ordredato,Fakt.nr.,Internet,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"


89523





",",on,,,,,,,,,",,,,,11,0
791,debitorlistevisning,historik,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,65,0
394,kreditorlistevisning,kreditor,24,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,firmanavn desc,"323400







",,,,,24,0
867,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,74,0
230,Ordrelistevisning,ordrer,25,OLV,153434,../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum_m_moms",",100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"
d




",",,,,,on,,",,,,,25,0
323,Ordrelistevisning,faktura,31,OLV,,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,S&aelig;lger,Fakturasum",100,ordrenr desc,"33707







",",,,,,,,,,",,,,,31,0
149,Ordrelistevisning,ordrer,13,OLV,,../index/menu.php,"ordrenr,kundeordnr,fakturanr,ordredate,levdate,kontonr,firmanavn,ref,sum_m_moms",",100,100,100,100,100,150,100,100","right,left,left,left,left,left,left,left,right","Ordrenr.,internet,Faktura int,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"




26166361


",",,,,,,,on,,",,,,,13,0
819,ordrelistevisning,ordrer,,OLV,"226688,226687,226664,226644,226635,226625,226619,226618,226587,226586,226585,226566,226564,226555,226554,226545,226541,226518,226477,226450,226422,226418,226413,226387,226385,226381,226377,226368,226363,226342,226301,226300,226295,226268,226267,226259,226253,226249,226220,226219,226209,226202,226201,226181,226179,226167,226166,226142,226105,226104,226091,226075,226057,226049,226042,225996,225986,225959,225958,225948,225936,225933,225926,225916,225915,225914,225911,225909,225903,225874,225871,225863,225845,225837,225835,225834,225833,225826,225819,225811,225790,225777,225776,225773,225767,225766,225761,225757,225728,225687,225674,225671,225647,225646,225645,225644,225643,225639,225598",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,,"





",",,,,,on,,",,,,,76,0
625,Pos valg,,,POS,0,on,192.168.1.62	192.168.0.102	10.12.14.213	box	localhost	localhost,					,													,,Lotte 1	Lotte 2	Lotte 3	Lotte 4	Jens R 1	Jens R 2	Jens R 3	Jens R 4	Tom 1	Tom 2	Tom 3	Tom 4	Leif 1	Leif 2	Leif 3	Leif 4	Jim 1	Jim 2	Jim 3	Jim 4	Jens 1	Jens 2	Jens 3	Jens 4	Flemming 1	Flemming 2	Flemming 3	Flemming 4	Nicoline 1	Nicoline 2	Nicoline 3	Nicoline 4	Jesper 1	Jesper 2	Jesper 3	Jesper 4	Morten 1	Morten 2	Morten 3	Morten 4	John 1	John 2	John 3	John 4	Nikolaj 1	Nikolaj 2	Nikolaj 3	Nikolaj 4	Phillip 1	Phillip 2	Phillip 3	Phillip 4	Claus 1	Claus 2	Claus 3	Claus 4	Andreas B 1	Andreas B 2	Andreas B 3	Andreas B 4	Mads Emil 1	Mads Emil 2	Mads Emil 3	Mads Emil 4	Mads Vibe 1	Mads Vibe 2	Mads Vibe 3	Mads Vibe 4	Michael c 1	Michael c 2	Michael c 3	Michael c 4	Lars 1	Lars 2	Lars 3	Lars 4	Frederik 1	Frederik 2	Frederik 3	Frederik 4	Kaspar 1	Kaspar 2	Kaspar 3	Kaspar 4	Jack 1	Jack 2	Jack 3	Jack 4	Kasper Å	Kasper Å	Kasper Å	Kasper Å	Nikolaj Tang 1	Nikolaj Tang 2	Nikolaj Tang 3	Nikolaj Tang 4	Bord 97	Bord 98	Bord 99	Bord 100,18021	18020	18022	18023	18023	18023,1050	1050	1050	1050	1050	1050,					,,on,					,on,2,3
737,Pos valg,,,POS,0,on,192.168.1.62	192.168.0.100	10.12.14.213	box	localhost	localhost,					,													,,Lotte 1	Lotte 2	Lotte 3	Lotte 4	Jens R 1	Jens R 2	Jens R 3	Jens R 4	Tom 1	Tom 2	Tom 3	Tom 4	Leif 1	Leif 2	Leif 3	Leif 4	Jim 1	Jim 2	Jim 3	Jim 4	Jens 1	Jens 2	Jens 3	Jens 4	Flemming 1	Flemming 2	Flemming 3	Flemming 4	Martin 1	Martin 2	Martin 3	Martin 4	Jesper 1	Jesper 2	Jesper 3	Jesper 4	Rasmus Svendsen 1	Rasmus Svendsen 2	Rasmus Svendsen 3	Rasmus Svendsen 4	John 1	John 2	John 3	John 4	Nikolaj 1	Nikolaj 2	Nikolaj 3	Nikolaj 4	Phillip 1	Phillip 2	Phillip 3	Phillip 4	Claus 1	Claus 2	Claus 3	Claus 4	Andreas B 1	Andreas B 2	Andreas B 3	Andreas B 4	Mads Emil 1	Mads Emil 2	Mads Emil 3	Mads Emil 4	Mads Vibe 1	Mads Vibe 2	Mads Vibe 3	Mads Vibe 4	Michael c 1	Michael c 2	Michael c 3	Michael c 4	Lars 1	Lars 2	Lars 3	Lars 4	Frederik 1	Frederik 2	Frederik 3	Frederik 4	Thomas C 1	Thomas C 2	Thomas C 3	Thomas C 4	Deniz H	Deniz H	Deniz H	Deniz H	Bord 89	Bord 90	Bord 91	Bord 92	Bord 93	Bord 94	Bord 95	Bord 96	Bord 97	Bord 98	Bord 99	Bord 100,18021	18020	18022	18023	18023	18023,1050	1050	1050	1050	1050	1050,					,,on,					,on,2,7
554,ordrelistevisning,ordrer,65,OLV,"255933,255887,255883,255770,255765,255547,255538,255454,255131,255113,254126,254120,253989,253987,253952,253543,253498,253446,253441,252732,252714,252681,252666,252620,252563,252296,252286,252072,251905,251569,251562,251521,251511,251473,251472,251471,251469,251411,251345,251344,251333,251295,251212,251211,251203,251155,250945,250939,250502,248933,248900,248898,248666,248636,248085,247380,245969,245028,244978,244946,244945,244230,242366,242321,242212,242210,242207,241610,241609,241600,241581,241580,241567,241108,240957,240956,240834,240830,240827,240416,240346,240345,240341,240333,239652,238933,238920,238186,238185,238175,238173,238172",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"




Nikolaj Tang
",",,,,,on,,",,,,,65,0
276,Ordrelistevisning,faktura,28,OLV,161766,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum_m_moms,kundeordnr",",100,100,100,100,150,100,100,100,100","right,left,right,left,left,left,left,left,right,left","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,Sælger,Fakturasum,Internet",100,ordrenr desc,"

114941






",",,,,,,,on,,,",,,,,28,0
788,ordrelistevisning,faktura,,OLV,255988,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum,kundeordnr,",",100,100,100,100,150,100,100,100,50,50","right,left,right,left,left,left,left,left,right,left,left","Ordre,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum,Internet,",100,ordrenr desc,"

174750







",",,,,,,,on,,,,",,,,,71,0
934,ordrelistevisning,ordrer,,OLV,"255547,255538,255536,255531,255516,255514,255509,255488,255485,255484,255481,255479,255478,255475,255472,255454,255449,255440,255438,255436,255420,255403,255367,255362,255347,255337,255336,255322,255316,255310,255307,255305,255302,255290,255288,255287,255278,255270,255235,255181,255149,255142,255131,255125,255116,255113,255076,255075,255073,255054,255052,255049,255042,254994,254983,254927,254915,254906,254891,254876,254873,254853,254834,254784,254776,254765,254764,254759,254758,254743,254737,254730,254714,254708,254693,254678,254654,254647,254636,254630,254628,254624,254618,254525,254519,254511,254502,254499,254495,254492,254486,254481,254476,254469,254468,254452,254450,254427,254425",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"





",",,,,,on,,",,,,,89,0
801,ordrelistevisning,faktura,,OLV,222089,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"

152933





",",,,,,,,on,,",,,,,72,0
556,ordrelistevisning,faktura,64,OLV,"189190,189189,189183,189180,189177,189174,189172,189171,189170,189169,189167,189166,189163,189160,189159,189156,189155,189151,189152,189149,189146,189145,189144,189141,189140,189139,189137,189133,189132,189131,189130,189129,189128,189126,189125,189124,189123,189122,189121,189118,189117,189113,189112,189110,189108,189104,189107,189101,189100,189098,189097,189096,189095,189094,189093,189092,189091,189090,189089,189088,189087,189086,189085,189084,189083,189081,189082,189080,189079,189078,189077,189075,189074,189073,189072,189071,189070,189069,189068,189067,189066,189065,189064,189063,189062,189061,189059,189058,189057,189056,189052,189051,189048,189045,189044,189043,189041,189040,189038",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"







",",,,,,,,on,,",,,,,64,0
332,Ordrelistevisning,ordrer,35,OLV,"169666,169665,169660,169663,169658,169647,169644,169635,169634,169589,169586,169585,169563,169559,169558,169538,169517,169510,169502,169460,169458,169456,169425,169417,169414,169413,169407,169388,169377,169344,169339,169329,169328,169321,169294,169283,169281,168328,169272,169260,169224,169229,169228,169215,169201,169192,169178,169153,169149,169144,169129,169122,169107,169079,169062,169057,169055,169011,169007,169006,169005,168991,168974,168962,168957,168948,168946,168945,168933,168924,168917,168909,168896,168892,168890,168840,168829,168827,168822,168820,168800,168785,168750,168747,168741,168740,168738,168737,168726,168724,168720,168715,168711,168707,168706,168702,168698,168694,168669",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,S&aelig;lger,Ordresum",100,ordrenr desc,"





",",,,,,on,,",,,,,35,0
811,kreditorlistevisning,kreditor,,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"







",,,,,54,0
709,Pos valg,,,POS,0,on,192.168.1.62	192.168.0.102	10.12.14.213	box	localhost	localhost,					,													,,Lotte 1	Lotte 2	Lotte 3	Lotte 4	Jens R 1	Jens R 2	Jens R 3	Jens R 4	Tom 1	Tom 2	Tom 3	Tom 4	Leif 1	Leif 2	Leif 3	Leif 4	Jim 1	Jim 2	Jim 3	Jim 4	Jens 1	Jens 2	Jens 3	Jens 4	Flemming 1	Flemming 2	Flemming 3	Flemming 4	Nicoline 1	Nicoline 2	Nicoline 3	Nicoline 4	Jesper 1	Jesper 2	Jesper 3	Jesper 4	Morten 1	Morten 2	Morten 3	Morten 4	John 1	John 2	John 3	John 4	Nikolaj 1	Nikolaj 2	Nikolaj 3	Nikolaj 4	Phillip 1	Phillip 2	Phillip 3	Phillip 4	Claus 1	Claus 2	Claus 3	Claus 4	Andreas B 1	Andreas B 2	Andreas B 3	Andreas B 4	Mads Emil 1	Mads Emil 2	Mads Emil 3	Mads Emil 4	Mads Vibe 1	Mads Vibe 2	Mads Vibe 3	Mads Vibe 4	Michael c 1	Michael c 2	Michael c 3	Michael c 4	Lars 1	Lars 2	Lars 3	Lars 4	Frederik 1	Frederik 2	Frederik 3	Frederik 4	Kaspar 1	Kaspar 2	Kaspar 3	Kaspar 4	Jack 1	Jack 2	Jack 3	Jack 4	Kasper Å	Kasper Å	Kasper Å	Kasper Å	Nikolaj Tang 1	Nikolaj Tang 2	Nikolaj Tang 3	Nikolaj Tang 4	Bord 97	Bord 98	Bord 99	Bord 100,18021	18020	18022	18023	18023	18023,1050	1050	1050	1050	1050	1050,					,,on,					,on,2,6
401,debitorlistevisning,debitor,39,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig	email	firmanavn,5	35	10	10	10	10	10	10	10	0	0,right	left	left	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	Sælger		,100,										,,"








",,,,,39,0
47,Ordrelistevisning,ordrer,2,OLV,"119838,119833,119813,119811,119795,119794,119785,119777,119766,119758,119757,119746,119741,119728,119727,119719,119709,119706,119701,119675,119648,119630,119629,119624,119615,119609,119595,119577,119572,119557,119551,119549,119542,119515,119513,119507,119467,119450,119448,119432,119428,119424,119423,119422,119402,119377,119362,119359,119328,119318,119315,119310,119303,119301,119281,119277,119270,119262,119255,119253,119222,119215,119206,119205,119192,119190,119189,119187,119186,119179,119175,119170,119169,119163,119154,119152,119145,119140,119139,119137,119132,119128,119127,119112,119111,119110,119109,119108,119107,119106,119104,119103,119084,119083,119082,119081,119080,119079",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum_m_moms",",100,100,100,100,100,100","right,left,left,left,left,left,left","Ordrenr.,,,,,,",100,ordrenr desc,"





",",,,,,on,,",,,,,2,0
783,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"

Uglestien 8-10

3300


",,,,,65,0
221,Ordrelistevisning,ordrer,7,OLV,"26986,38349,9376,10547,8035,12126,12107,38868,36970,36838,12238,8077,23942,13156,13248,27485,39220,24382,13249,37888,14260,17939,9452,18316,18523,24745,32563,9547,32624,12734,10482,7961,32971,38386,18934,19468,24851,7438,14062,7238,26634,28127,13874,9676,31647,32345,22433,30889,24039,30313,37578,30399,6635,30068,24449,9450,12217,6574,25063,25651,25388,25479,13390,7964,29188,27107,27094,28799,9546,25355,25907,31519,26315,24577,24476,17323,39452,33120,12287,8723,38076,38074,6938,32510,31654,19483,9780,36209,6544,6543,32640,31823,38888,38625,24844,985,19152,28271",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,S&aelig;lger,Ordresum",100,,"





",",,,,,,,",,,,,7,0
405,Ordrelistevisning,ordrer,41,OLV,"179394,179368,179367,179364,179363,179354,179339,179336,179328,179321,179309,179304,179299,179296,179280,179254,179247,179221,179197,179173,179163,179141,179113,179110,179105,179086,179084,179083,179081,179080,179073,179070,179065,179064,179057,179052,179024,179018,179014,179010,179006,178999,178993,178947,178946,178938,178937,178911,178888,178885,178871,178865,178807,178793,178784,178767,178762,178739,178735,178732,178730,178725,178716,178685,178674,178655,178649,178627,178623,178616,178612,178605,178588,178575,178550,178539,178538,178524,178511,178510,178509,178491,178467,178460,178459,178452,178419,178406,178401,178396,178388,178380,178379,178377,178364,178359,178353,178342,178340",../index/menu.php,"ordrenr,fakturanr,ordredate,levdate,kontonr,firmanavn,ref,sum",",0,100,100,100,150,100,100","right,left,left,left,left,left,left,right","Ordrenr.,fakturanr,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"






",",,,,,,on,,",,,,,41,0
