id,item_group_id,cost_of_goods_sold
7054,2,0.000 DKK
7057,2,0.000 DKK
7059,2,0.000 DKK
15026,2,0.000 DKK
7062,2,0.000 DKK
7064,2,0.000 DKK
7063,2,0.000 DKK
7069,2,0.000 DKK
7070,2,0.000 DKK
7056,2,0.000 DKK
7072,2,0.000 DKK
7074,2,0.000 DKK
7077,2,0.000 DKK
7078,2,0.000 DKK
7079,2,0.000 DKK
7080,2,0.000 DKK
7081,2,0.000 DKK
18227,2,0.000 DKK
10501,2,0.000 DKK
11509,2,0.000 DKK
7082,2,0.000 DKK
KB-ExE,2,0.000 DKK
7085,2,0.000 DKK
7086,2,0.000 DKK
7087,2,0.000 DKK
7088,2,0.000 DKK
KB-Ex,2,0.000 DKK
709020,2,0.000 DKK
7093,2,0.000 DKK
7096,2,0.000 DKK
7097,2,0.000 DKK
7092,2,0.000 DKK
7091,2,0.000 DKK
7098,2,0.000 DKK
7095,2,0.000 DKK
7099,2,0.000 DKK
7100,2,0.000 DKK
7103,2,0.000 DKK
7104,2,0.000 DKK
7107,2,0.000 DKK
7108,2,0.000 DKK
7106,2,0.000 DKK
17239,2,0.000 DKK
7115,2,0.000 DKK
RMA,1,0.000 DKK
7124,2,0.000 DKK
7125,2,0.000 DKK
7126,2,0.000 DKK
7127,2,0.000 DKK
7128,2,0.000 DKK
7129,2,0.000 DKK
7131,2,0.000 DKK
7132,2,0.000 DKK
7133,2,0.000 DKK
7134,2,0.000 DKK
7135,2,0.000 DKK
7137,2,0.000 DKK
7139,2,0.000 DKK
7142,2,0.000 DKK
7144,2,0.000 DKK
7145,2,0.000 DKK
7146,2,0.000 DKK
7147,2,0.000 DKK
7148,2,0.000 DKK
7157,2,0.000 DKK
7152,2,0.000 DKK
7154,2,0.000 DKK
7155,2,0.000 DKK
7153,2,0.000 DKK
7158,2,0.000 DKK
7159,2,0.000 DKK
7160,2,0.000 DKK
7161,2,0.000 DKK
7162,2,0.000 DKK
7163,2,0.000 DKK
7164,2,0.000 DKK
7166,2,0.000 DKK
7167,2,0.000 DKK
7168,2,0.000 DKK
7169,2,0.000 DKK
7151,2,0.000 DKK
7172,2,0.000 DKK
7174,2,0.000 DKK
7175,2,0.000 DKK
7176,2,0.000 DKK
7180,2,0.000 DKK
7181,2,0.000 DKK
7182,2,0.000 DKK
7183,2,0.000 DKK
7178,2,0.000 DKK
7188,2,0.000 DKK
7189,2,0.000 DKK
12160,2,0.000 DKK
11322,2,0.000 DKK
7193,2,0.000 DKK
17131,2,0.000 DKK
7195,2,0.000 DKK
7197,2,0.000 DKK
7198,2,0.000 DKK
7199,2,0.000 DKK
7201,2,0.000 DKK
7202,2,0.000 DKK
7203,2,0.000 DKK
7204,2,0.000 DKK
7205,2,0.000 DKK
7206,2,0.000 DKK
7207,2,0.000 DKK
7208,2,0.000 DKK
7209,2,0.000 DKK
7210,2,0.000 DKK
7211,2,0.000 DKK
7213,2,0.000 DKK
12233,2,0.000 DKK
7218,2,0.000 DKK
7212,2,0.000 DKK
19461,2,0.000 DKK
7227,2,0.000 DKK
7233,2,0.000 DKK
7220,2,0.000 DKK
7236,2,0.000 DKK
7240,2,0.000 DKK
7244,2,0.000 DKK
7249,2,0.000 DKK
7255,2,0.000 DKK
22645,2,0.000 DKK
7253,2,0.000 DKK
7256,2,0.000 DKK
16295,2,0.000 DKK
7263,2,0.000 DKK
16231,2,0.000 DKK
7267,2,0.000 DKK
19543,2,0.000 DKK
16204,2,0.000 DKK
7277,2,0.000 DKK
17277,2,0.000 DKK
45,1,0.000 DKK
7270,2,0.000 DKK
7273,2,0.000 DKK
7274,2,0.000 DKK
7276,2,0.000 DKK
24053,2,0.000 DKK
7279,2,0.000 DKK
22509,2,0.000 DKK
7281,2,0.000 DKK
7282,2,0.000 DKK
7283,2,0.000 DKK
21462,2,0.000 DKK
18593,2,0.000 DKK
7287,2,0.000 DKK
7307,2,0.000 DKK
7290,2,0.000 DKK
7656,2,0.000 DKK
13117,2,0.000 DKK
7296,2,0.000 DKK
7297,2,0.000 DKK
7298,2,0.000 DKK
7299,2,0.000 DKK
7300,2,0.000 DKK
7301,2,0.000 DKK
7302,2,0.000 DKK
7303,2,0.000 DKK
7305,2,0.000 DKK
7306,2,0.000 DKK
7308,2,0.000 DKK
7309,2,0.000 DKK
7310,2,0.000 DKK
7322,2,0.000 DKK
7313,2,0.000 DKK
7314,2,0.000 DKK
7315,2,0.000 DKK
7318,2,0.000 DKK
7319,2,0.000 DKK
7323,2,0.000 DKK
7324,2,0.000 DKK
7325,2,0.000 DKK
7326,2,0.000 DKK
7328,2,0.000 DKK
7330,2,0.000 DKK
7329,2,0.000 DKK
7331,2,0.000 DKK
7332,2,0.000 DKK
7333,2,0.000 DKK
7334,2,0.000 DKK
7335,2,0.000 DKK
7338,2,0.000 DKK
rab,1,0.000 DKK
7339,2,0.000 DKK
7340,2,0.000 DKK
7341,2,0.000 DKK
7342,2,0.000 DKK
7343,2,0.000 DKK
7344,2,0.000 DKK
7345,2,0.000 DKK
7361,2,0.000 DKK
7348,2,0.000 DKK
7350,2,0.000 DKK
7352,2,0.000 DKK
7353,2,0.000 DKK
7355,2,0.000 DKK
7356,2,0.000 DKK
7357,2,0.000 DKK
7358,2,0.000 DKK
7359,2,0.000 DKK
7385,2,0.000 DKK
7360,2,0.000 DKK
7347,2,0.000 DKK
7374,2,0.000 DKK
7365,2,0.000 DKK
7366,2,0.000 DKK
7364,2,0.000 DKK
7369,2,0.000 DKK
7372,2,0.000 DKK
7370,2,0.000 DKK
7376,2,0.000 DKK
7378,2,0.000 DKK
7379,2,0.000 DKK
7380,2,0.000 DKK
7381,2,0.000 DKK
7377,2,0.000 DKK
7383,2,0.000 DKK
7363,2,0.000 DKK
7386,2,0.000 DKK
7387,2,0.000 DKK
7367,2,0.000 DKK
7393,2,0.000 DKK
7394,2,0.000 DKK
7395,2,0.000 DKK
7396,2,0.000 DKK
7398,2,0.000 DKK
7399,2,0.000 DKK
7400,2,0.000 DKK
7401,2,0.000 DKK
7403,2,0.000 DKK
7404,2,0.000 DKK
7406,2,0.000 DKK
7392,2,0.000 DKK
7389,2,0.000 DKK
7411,2,0.000 DKK
7413,2,0.000 DKK
7414,2,1437.500 DKK
7416,2,0.000 DKK
7418,2,0.000 DKK
7420,2,0.000 DKK
7429,2,0.000 DKK
7424,2,0.000 DKK
7425,2,0.000 DKK
7430,2,0.000 DKK
7431,2,0.000 DKK
7432,2,0.000 DKK
7428,2,0.000 DKK
7434,2,0.000 DKK
24292,2,0.000 DKK
7412,2,0.000 DKK
7435,2,0.000 DKK
7436,2,0.000 DKK
7438,2,0.000 DKK
7439,2,0.000 DKK
7440,2,0.000 DKK
7441,2,0.000 DKK
7442,2,0.000 DKK
7443,2,0.000 DKK
7451,2,0.000 DKK
7447,2,0.000 DKK
7449,2,0.000 DKK
7453,2,0.000 DKK
7454,2,0.000 DKK
7455,2,0.000 DKK
7457,2,0.000 DKK
12991,2,0.000 DKK
7459,2,0.000 DKK
7462,2,0.000 DKK
7463,2,0.000 DKK
7464,2,0.000 DKK
7466,2,0.000 DKK
7468,2,0.000 DKK
7465,2,0.000 DKK
7472,2,0.000 DKK
7473,2,0.000 DKK
7474,2,0.000 DKK
7475,2,0.000 DKK
7478,2,0.000 DKK
7479,2,0.000 DKK
7467,2,0.000 DKK
7471,2,0.000 DKK
7480,2,0.000 DKK
7481,2,0.000 DKK
7483,2,0.000 DKK
7484,2,0.000 DKK
7486,2,0.000 DKK
7488,2,0.000 DKK
7489,2,0.000 DKK
7490,2,0.000 DKK
7491,2,0.000 DKK
7492,2,0.000 DKK
7493,2,0.000 DKK
7494,2,0.000 DKK
7495,2,0.000 DKK
7496,2,0.000 DKK
7485,2,0.000 DKK
7505,2,0.000 DKK
7507,2,0.000 DKK
7506,2,0.000 DKK
7511,2,0.000 DKK
7516,2,0.000 DKK
7518,2,0.000 DKK
7524,2,0.000 DKK
7525,2,0.000 DKK
7528,2,0.000 DKK
7529,2,0.000 DKK
7566,2,0.000 DKK
7562,2,0.000 DKK
7555,2,0.000 DKK
7556,2,0.000 DKK
7557,2,0.000 DKK
7559,2,0.000 DKK
7560,2,0.000 DKK
7561,2,0.000 DKK
7564,2,0.000 DKK
7569,2,0.000 DKK
7570,2,0.000 DKK
7571,2,0.000 DKK
7577,2,0.000 DKK
21663,2,0.000 DKK
16779,2,0.000 DKK
7583,2,0.000 DKK
7582,2,0.000 DKK
7574,2,0.000 DKK
7599,2,0.000 DKK
7616,2,0.000 DKK
7608,2,0.000 DKK
7615,2,0.000 DKK
7609,2,0.000 DKK
7611,2,0.000 DKK
7613,2,0.000 DKK
7614,2,0.000 DKK
7617,2,0.000 DKK
7612,2,0.000 DKK
7619,2,0.000 DKK
7620,2,0.000 DKK
7606,2,0.000 DKK
7627,2,0.000 DKK
7628,2,0.000 DKK
7629,2,0.000 DKK
7622,2,0.000 DKK
7640,2,0.000 DKK
7703,2,0.000 DKK
7657,2,0.000 DKK
7645,2,0.000 DKK
7646,2,0.000 DKK
7648,2,0.000 DKK
7649,2,0.000 DKK
7650,2,0.000 DKK
7647,2,0.000 DKK
7655,2,0.000 DKK
7735,2,0.000 DKK
7679,2,0.000 DKK
7680,2,0.000 DKK
7681,2,0.000 DKK
7683,2,0.000 DKK
7684,2,0.000 DKK
7705,2,0.000 DKK
7810,2,0.000 DKK
7711,2,0.000 DKK
7697,2,0.000 DKK
7696,2,0.000 DKK
7739,2,0.000 DKK
7717,2,0.000 DKK
7743,2,0.000 DKK
7744,2,0.000 DKK
7745,2,0.000 DKK
7746,2,0.000 DKK
7747,2,0.000 DKK
7741,2,0.000 DKK
7751,2,0.000 DKK
7758,2,0.000 DKK
7762,2,0.000 DKK
7763,2,0.000 DKK
7764,2,0.000 DKK
7765,2,0.000 DKK
7766,2,0.000 DKK
7769,2,0.000 DKK
7771,2,0.000 DKK
7772,2,0.000 DKK
7777,2,0.000 DKK
7781,2,0.000 DKK
7782,2,0.000 DKK
7787,2,0.000 DKK
7770,2,0.000 DKK
7784,2,0.000 DKK
7786,2,0.000 DKK
7788,2,0.000 DKK
7789,2,0.000 DKK
7790,2,0.000 DKK
7792,2,0.000 DKK
7793,2,0.000 DKK
7794,2,0.000 DKK
7795,2,0.000 DKK
7797,2,0.000 DKK
7798,2,0.000 DKK
7799,2,0.000 DKK
7800,2,0.000 DKK
7801,2,0.000 DKK
7802,2,0.000 DKK
7803,2,0.000 DKK
7804,2,0.000 DKK
7806,2,0.000 DKK
7808,2,0.000 DKK
legetøj,1,0.000 DKK
22572,2,0.000 DKK
7831,2,0.000 DKK
7812,2,0.000 DKK
7813,2,0.000 DKK
pose,1,0.000 DKK
7816,2,0.000 DKK
7819,2,0.000 DKK
7830,2,0.000 DKK
7822,2,0.000 DKK
7826,2,0.000 DKK
7828,2,0.000 DKK
22818,2,0.000 DKK
7814,2,0.000 DKK
7833,2,0.000 DKK
7835,2,0.000 DKK
23902,2,0.000 DKK
7839,2,0.000 DKK
7841,2,0.000 DKK
7842,2,0.000 DKK
7829,2,0.000 DKK
7843,2,0.000 DKK
7844,2,0.000 DKK
7846,2,0.000 DKK
7848,2,0.000 DKK
7849,2,0.000 DKK
7850,2,0.000 DKK
7851,2,0.000 DKK
7852,2,0.000 DKK
7854,2,0.000 DKK
7855,2,0.000 DKK
7853,2,0.000 DKK
7859,2,0.000 DKK
7860,2,0.000 DKK
7861,2,0.000 DKK
7864,2,0.000 DKK
6846,2,0.000 DKK
7865,2,0.000 DKK
7867,2,0.000 DKK
7868,2,0.000 DKK
10705,2,0.000 DKK
7871,2,0.000 DKK
7856,2,0.000 DKK
7872,2,0.000 DKK
7874,2,0.000 DKK
7876,2,0.000 DKK
7877,2,0.000 DKK
7878,2,0.000 DKK
7879,2,0.000 DKK
7880,2,0.000 DKK
5410,2,0.000 DKK
5887,2,0.000 DKK
6775,2,0.000 DKK
7881,2,0.000 DKK
7884,2,0.000 DKK
7885,2,0.000 DKK
7886,2,0.000 DKK
7888,2,0.000 DKK
7889,2,0.000 DKK
7890,2,0.000 DKK
7634,2,0.000 DKK
7891,2,0.000 DKK
7892,2,0.000 DKK
7893,2,0.000 DKK
7894,2,0.000 DKK
7895,2,0.000 DKK
7896,2,0.000 DKK
7897,2,0.000 DKK
7898,2,0.000 DKK
7900,2,0.000 DKK
7901,2,0.000 DKK
7902,2,0.000 DKK
7910,2,0.000 DKK
7912,2,0.000 DKK
7915,2,0.000 DKK
7916,2,0.000 DKK
7919,2,0.000 DKK
7923,2,0.000 DKK
7929,2,0.000 DKK
7930,2,0.000 DKK
7931,2,0.000 DKK
7932,2,0.000 DKK
7933,2,0.000 DKK
7934,2,0.000 DKK
7936,2,0.000 DKK
7938,2,0.000 DKK
7939,2,0.000 DKK
18339,2,0.000 DKK
18338,2,0.000 DKK
11867,2,0.000 DKK
7942,2,0.000 DKK
7943,2,0.000 DKK
7946,2,0.000 DKK
7947,2,0.000 DKK
7949,2,0.000 DKK
7944,2,0.000 DKK
12393,2,0.000 DKK
12272,2,0.000 DKK
18314,2,0.000 DKK
12329,2,0.000 DKK
7973,2,0.000 DKK
7974,2,0.000 DKK
12398,2,0.000 DKK
7980,2,0.000 DKK
14785,2,0.000 DKK
7982,2,0.000 DKK
22484,2,0.000 DKK
7986,2,0.000 DKK
7988,2,0.000 DKK
12221,2,0.000 DKK
16147,2,0.000 DKK
7990,2,0.000 DKK
18978,2,0.000 DKK
7995,2,0.000 DKK
7971,2,0.000 DKK
12266,2,0.000 DKK
7997,2,0.000 DKK
7998,2,0.000 DKK
7999,2,0.000 DKK
8003,2,0.000 DKK
12309,2,0.000 DKK
8007,2,0.000 DKK
8008,2,0.000 DKK
8009,2,0.000 DKK
8011,2,0.000 DKK
8018,2,0.000 DKK
8016,2,0.000 DKK
8017,2,0.000 DKK
8019,2,0.000 DKK
8022,2,0.000 DKK
8023,2,0.000 DKK
8024,2,0.000 DKK
8025,2,0.000 DKK
8020,2,0.000 DKK
8030,2,0.000 DKK
19878,2,0.000 DKK
8040,2,0.000 DKK
8036,2,0.000 DKK
8046,2,0.000 DKK
8078,2,0.000 DKK
8077,2,0.000 DKK
8079,2,0.000 DKK
8080,2,0.000 DKK
8105,2,0.000 DKK
8106,2,0.000 DKK
8107,2,0.000 DKK
8108,2,0.000 DKK
12319,2,0.000 DKK
8057,2,0.000 DKK
8082,2,0.000 DKK
8110,2,0.000 DKK
8112,2,0.000 DKK
8113,2,0.000 DKK
8115,2,0.000 DKK
8116,2,0.000 DKK
8117,2,0.000 DKK
8119,2,0.000 DKK
8120,2,0.000 DKK
8123,2,0.000 DKK
8124,2,0.000 DKK
8128,2,0.000 DKK
8129,2,0.000 DKK
8132,2,0.000 DKK
8133,2,0.000 DKK
8134,2,0.000 DKK
8135,2,0.000 DKK
8136,2,0.000 DKK
8137,2,0.000 DKK
8139,2,0.000 DKK
8140,2,0.000 DKK
8141,2,0.000 DKK
8144,2,0.000 DKK
8145,2,0.000 DKK
8146,2,0.000 DKK
8148,2,0.000 DKK
8142,2,0.000 DKK
8151,2,0.000 DKK
8153,2,0.000 DKK
8155,2,0.000 DKK
8159,2,0.000 DKK
8160,2,0.000 DKK
8161,2,0.000 DKK
8162,2,0.000 DKK
8163,2,0.000 DKK
8165,2,0.000 DKK
8166,2,0.000 DKK
8167,2,0.000 DKK
8168,2,0.000 DKK
8169,2,0.000 DKK
8171,2,0.000 DKK
8173,2,0.000 DKK
8174,2,0.000 DKK
8149,2,0.000 DKK
8176,2,0.000 DKK
8177,2,0.000 DKK
8178,2,0.000 DKK
8185,2,0.000 DKK
8186,2,0.000 DKK
8187,2,0.000 DKK
8188,2,0.000 DKK
8190,2,0.000 DKK
8192,2,0.000 DKK
8193,2,0.000 DKK
8194,2,0.000 DKK
8196,2,0.000 DKK
8198,2,0.000 DKK
8197,2,0.000 DKK
8200,2,0.000 DKK
8203,2,0.000 DKK
8557,2,0.000 DKK
11442,2,0.000 DKK
8562,2,0.000 DKK
24376,2,0.000 DKK
11324,2,0.000 DKK
8210,2,0.000 DKK
24339,2,0.000 DKK
8213,2,0.000 DKK
8561,2,0.000 DKK
8554,2,0.000 DKK
8221,2,0.000 DKK
8228,2,0.000 DKK
8229,2,0.000 DKK
8230,2,0.000 DKK
8231,2,0.000 DKK
8550,2,0.000 DKK
8233,2,0.000 DKK
8234,2,0.000 DKK
8235,2,0.000 DKK
11667,2,0.000 DKK
8247,2,0.000 DKK
8246,2,0.000 DKK
8244,2,0.000 DKK
8248,2,0.000 DKK
8249,2,0.000 DKK
8250,2,0.000 DKK
8251,2,0.000 DKK
8252,2,0.000 DKK
8245,2,0.000 DKK
8253,2,0.000 DKK
21735,2,0.000 DKK
8254,2,0.000 DKK
8257,2,0.000 DKK
8258,2,0.000 DKK
8256,2,0.000 DKK
8262,2,0.000 DKK
8263,2,0.000 DKK
8264,2,0.000 DKK
8265,2,0.000 DKK
8267,2,0.000 DKK
8275,2,0.000 DKK
8270,2,0.000 DKK
8271,2,0.000 DKK
8261,2,0.000 DKK
8272,2,0.000 DKK
8273,2,0.000 DKK
8276,2,0.000 DKK
8277,2,0.000 DKK
8278,2,0.000 DKK
8281,2,0.000 DKK
8285,2,0.000 DKK
8286,2,0.000 DKK
8288,2,0.000 DKK
8289,2,0.000 DKK
8290,2,0.000 DKK
8291,2,0.000 DKK
8292,2,0.000 DKK
8293,2,0.000 DKK
8295,2,0.000 DKK
8296,2,0.000 DKK
8300,2,0.000 DKK
8303,2,0.000 DKK
8341,2,0.000 DKK
8282,2,0.000 DKK
8307,2,0.000 DKK
8308,2,0.000 DKK
8311,2,0.000 DKK
8312,2,0.000 DKK
8315,2,0.000 DKK
8319,2,0.000 DKK
8317,2,0.000 DKK
8318,2,0.000 DKK
15671,2,0.000 DKK
10285,2,0.000 DKK
8329,2,0.000 DKK
18881,2,0.000 DKK
8331,2,0.000 DKK
8335,2,0.000 DKK
8337,2,0.000 DKK
8339,2,0.000 DKK
8343,2,0.000 DKK
8327,2,0.000 DKK
8326,2,0.000 DKK
16697,2,0.000 DKK
16699,2,0.000 DKK
8344,2,0.000 DKK
8345,2,0.000 DKK
8348,2,0.000 DKK
8347,2,0.000 DKK
8352,2,0.000 DKK
10183,2,0.000 DKK
8356,2,0.000 DKK
8357,2,0.000 DKK
8358,2,0.000 DKK
8359,2,0.000 DKK
8360,2,0.000 DKK
8361,2,0.000 DKK
8362,2,0.000 DKK
8363,2,0.000 DKK
8364,2,0.000 DKK
8365,2,0.000 DKK
8366,2,0.000 DKK
8371,2,0.000 DKK
8375,2,0.000 DKK
8478,2,0.000 DKK
8373,2,0.000 DKK
8370,2,0.000 DKK
8384,2,0.000 DKK
8392,2,0.000 DKK
8393,2,0.000 DKK
8394,2,0.000 DKK
8395,2,0.000 DKK
8396,2,0.000 DKK
8397,2,0.000 DKK
8399,2,0.000 DKK
8409,2,0.000 DKK
8398,2,0.000 DKK
8372,2,0.000 DKK
8412,2,0.000 DKK
8413,2,0.000 DKK
8414,2,0.000 DKK
8415,2,0.000 DKK
8391,2,0.000 DKK
8403,2,0.000 DKK
8404,2,0.000 DKK
8416,2,0.000 DKK
8417,2,0.000 DKK
8418,2,0.000 DKK
8419,2,0.000 DKK
8420,2,0.000 DKK
8422,2,0.000 DKK
8423,2,0.000 DKK
8424,2,0.000 DKK
8425,2,0.000 DKK
8426,2,0.000 DKK
8427,2,0.000 DKK
8428,2,0.000 DKK
8429,2,0.000 DKK
8430,2,0.000 DKK
8431,2,0.000 DKK
8432,2,0.000 DKK
8433,2,0.000 DKK
8434,2,0.000 DKK
8435,2,0.000 DKK
8436,2,0.000 DKK
8437,2,0.000 DKK
8438,2,0.000 DKK
8439,2,0.000 DKK
8440,2,0.000 DKK
8441,2,0.000 DKK
8442,2,0.000 DKK
8444,2,0.000 DKK
8445,2,0.000 DKK
8447,2,0.000 DKK
8451,2,0.000 DKK
8458,2,0.000 DKK
22043,2,0.000 DKK
8460,2,0.000 DKK
8476,2,0.000 DKK
8465,2,0.000 DKK
8463,2,0.000 DKK
8468,2,0.000 DKK
8477,2,0.000 DKK
8452,2,0.000 DKK
8475,2,0.000 DKK
20237,2,0.000 DKK
8472,2,0.000 DKK
8471,2,0.000 DKK
8489,2,0.000 DKK
8482,2,0.000 DKK
8483,2,0.000 DKK
8485,2,0.000 DKK
8486,2,0.000 DKK
8487,2,0.000 DKK
8492,2,0.000 DKK
8493,2,0.000 DKK
8480,2,0.000 DKK
12554,2,0.000 DKK
8497,2,0.000 DKK
8499,2,0.000 DKK
8484,2,0.000 DKK
8490,2,0.000 DKK
8498,2,0.000 DKK
8481,2,0.000 DKK
8496,2,0.000 DKK
8507,2,0.000 DKK
8508,2,0.000 DKK
8511,2,0.000 DKK
8512,2,0.000 DKK
8513,2,0.000 DKK
11216,2,0.000 DKK
8519,2,0.000 DKK
8520,2,0.000 DKK
8522,2,0.000 DKK
8525,2,0.000 DKK
8530,2,0.000 DKK
8527,2,0.000 DKK
8528,2,0.000 DKK
8529,2,0.000 DKK
8532,2,0.000 DKK
20693,2,0.000 DKK
8536,2,0.000 DKK
20692,2,0.000 DKK
16251,2,0.000 DKK
8584,2,0.000 DKK
8676,2,0.000 DKK
19918,2,0.000 DKK
8564,2,0.000 DKK
8565,2,0.000 DKK
8566,2,0.000 DKK
8567,2,0.000 DKK
8568,2,0.000 DKK
8569,2,0.000 DKK
8583,2,0.000 DKK
8571,2,0.000 DKK
8572,2,0.000 DKK
8576,2,0.000 DKK
8577,2,0.000 DKK
8578,2,0.000 DKK
8579,2,0.000 DKK
8580,2,0.000 DKK
12245,2,0.000 DKK
8585,2,0.000 DKK
8586,2,0.000 DKK
8587,2,0.000 DKK
8589,2,0.000 DKK
8590,2,0.000 DKK
8591,2,0.000 DKK
8593,2,0.000 DKK
8594,2,0.000 DKK
8595,2,0.000 DKK
8597,2,0.000 DKK
8596,2,0.000 DKK
16234,2,0.000 DKK
8604,2,0.000 DKK
8605,2,0.000 DKK
8607,2,0.000 DKK
8523,2,0.000 DKK
8608,2,0.000 DKK
8609,2,0.000 DKK
8613,2,0.000 DKK
8614,2,0.000 DKK
8615,2,0.000 DKK
8617,2,0.000 DKK
8618,2,0.000 DKK
8621,2,0.000 DKK
8657,2,0.000 DKK
8622,2,0.000 DKK
8624,2,0.000 DKK
8625,2,0.000 DKK
8630,2,0.000 DKK
8636,2,0.000 DKK
8635,2,0.000 DKK
8644,2,0.000 DKK
8639,2,0.000 DKK
8641,2,0.000 DKK
8642,2,0.000 DKK
8633,2,0.000 DKK
8648,2,0.000 DKK
8650,2,0.000 DKK
8651,2,0.000 DKK
8652,2,0.000 DKK
8699,2,0.000 DKK
8654,2,0.000 DKK
8655,2,0.000 DKK
8718,2,0.000 DKK
16397,2,0.000 DKK
8659,2,0.000 DKK
8661,2,0.000 DKK
8662,2,0.000 DKK
8664,2,0.000 DKK
8660,2,0.000 DKK
8673,2,0.000 DKK
8677,2,0.000 DKK
8678,2,0.000 DKK
8679,2,0.000 DKK
8680,2,0.000 DKK
8681,2,0.000 DKK
8687,2,0.000 DKK
8689,2,0.000 DKK
8688,2,0.000 DKK
8692,2,0.000 DKK
8694,2,0.000 DKK
8695,2,0.000 DKK
8656,2,0.000 DKK
17505,2,0.000 DKK
8684,2,0.000 DKK
8704,2,0.000 DKK
8705,2,0.000 DKK
8708,2,0.000 DKK
8707,2,0.000 DKK
8706,2,0.000 DKK
8701,2,0.000 DKK
8717,2,0.000 DKK
7336,2,0.000 DKK
8711,2,0.000 DKK
8721,2,0.000 DKK
8724,2,0.000 DKK
8725,2,0.000 DKK
8729,2,0.000 DKK
8734,2,0.000 DKK
8735,2,0.000 DKK
8738,2,0.000 DKK
17651,2,0.000 DKK
12614,2,0.000 DKK
8726,2,0.000 DKK
24298,2,0.000 DKK
8747,2,0.000 DKK
8748,2,0.000 DKK
8759,2,0.000 DKK
8753,2,0.000 DKK
8746,2,0.000 DKK
8755,2,0.000 DKK
8756,2,0.000 DKK
8757,2,0.000 DKK
8758,2,0.000 DKK
8762,2,0.000 DKK
8763,2,0.000 DKK
8764,2,0.000 DKK
8765,2,0.000 DKK
8767,2,0.000 DKK
8768,2,0.000 DKK
8769,2,0.000 DKK
8770,2,0.000 DKK
8771,2,0.000 DKK
8772,2,0.000 DKK
8774,2,0.000 DKK
8775,2,0.000 DKK
8776,2,0.000 DKK
8777,2,0.000 DKK
8778,2,0.000 DKK
8779,2,0.000 DKK
8780,2,0.000 DKK
8781,2,0.000 DKK
8782,2,0.000 DKK
8783,2,0.000 DKK
8784,2,0.000 DKK
12269,2,0.000 DKK
8786,2,0.000 DKK
8787,2,0.000 DKK
12295,2,0.000 DKK
8797,2,0.000 DKK
8798,2,0.000 DKK
8799,2,0.000 DKK
8800,2,0.000 DKK
8801,2,0.000 DKK
8802,2,0.000 DKK
8804,2,0.000 DKK
8796,2,0.000 DKK
8805,2,0.000 DKK
8806,2,0.000 DKK
8807,2,0.000 DKK
8808,2,0.000 DKK
8809,2,0.000 DKK
8810,2,0.000 DKK
8811,2,0.000 DKK
8812,2,0.000 DKK
8813,2,0.000 DKK
8814,2,0.000 DKK
8815,2,0.000 DKK
8816,2,0.000 DKK
8817,2,0.000 DKK
10657,2,0.000 DKK
8820,2,0.000 DKK
8821,2,0.000 DKK
8822,2,0.000 DKK
8828,2,0.000 DKK
8832,2,0.000 DKK
8834,2,0.000 DKK
8835,2,0.000 DKK
8836,2,0.000 DKK
8838,2,0.000 DKK
8839,2,0.000 DKK
8840,2,0.000 DKK
8842,2,0.000 DKK
8858,2,0.000 DKK
8845,2,0.000 DKK
8846,2,0.000 DKK
8849,2,0.000 DKK
8851,2,0.000 DKK
8855,2,0.000 DKK
8856,2,0.000 DKK
8857,2,0.000 DKK
8844,2,0.000 DKK
8861,2,0.000 DKK
8880,2,0.000 DKK
8873,2,0.000 DKK
8874,2,0.000 DKK
8875,2,0.000 DKK
8876,2,0.000 DKK
8877,2,0.000 DKK
8878,2,0.000 DKK
8879,2,0.000 DKK
8883,2,0.000 DKK
8885,2,0.000 DKK
8886,2,0.000 DKK
8887,2,0.000 DKK
8888,2,0.000 DKK
8890,2,0.000 DKK
8891,2,0.000 DKK
8892,2,0.000 DKK
8893,2,0.000 DKK
8895,2,0.000 DKK
8897,2,0.000 DKK
8896,2,0.000 DKK
8896,2,0.000 DKK
8904,2,0.000 DKK
8918,2,0.000 DKK
8912,2,0.000 DKK
8914,2,0.000 DKK
8916,2,0.000 DKK
8910,2,0.000 DKK
8937,2,0.000 DKK
8913,2,0.000 DKK
8915,2,0.000 DKK
8906,2,0.000 DKK
8949,2,0.000 DKK
8934,2,0.000 DKK
8935,2,0.000 DKK
8933,2,0.000 DKK
8931,2,0.000 DKK
8952,2,0.000 DKK
12314,2,0.000 DKK
8932,2,0.000 DKK
8936,2,0.000 DKK
8950,2,0.000 DKK
8948,2,0.000 DKK
8953,2,0.000 DKK
8954,2,0.000 DKK
13127,2,0.000 DKK
8957,2,0.000 DKK
8958,2,0.000 DKK
8969,2,0.000 DKK
Sponsor GK,10,0.000 DKK
8965,2,0.000 DKK
8967,2,0.000 DKK
8968,2,0.000 DKK
8974,2,0.000 DKK
8975,2,0.000 DKK
8964,2,0.000 DKK
8966,2,0.000 DKK
20274,2,0.000 DKK
8987,2,0.000 DKK
8981,2,0.000 DKK
8982,2,0.000 DKK
8986,2,0.000 DKK
8989,2,0.000 DKK
8979,2,0.000 DKK
8996,2,0.000 DKK
8997,2,0.000 DKK
8998,2,0.000 DKK
8999,2,0.000 DKK
8978,2,0.000 DKK
9000,2,0.000 DKK
9001,2,0.000 DKK
9005,2,0.000 DKK
9010,2,0.000 DKK
9027,2,0.000 DKK
