id,item_group_id,cost_of_goods_sold
21117,2,0.000 DKK
11796,2,0.000 DKK
9419,2,0.000 DKK
25018,2,0.000 DKK
26427,2,0.000 DKK
22776,2,0.000 DKK
21384,2,0.000 DKK
17216,2,0.000 DKK
4988,2,0.000 DKK
20545,2,0.000 DKK
20321,2,0.000 DKK
17043,2,0.000 DKK
4992,2,0.000 DKK
22739,2,0.000 DKK
16953,2,0.000 DKK
12985,2,0.000 DKK
21650,2,0.000 DKK
21206,2,0.000 DKK
17275,2,0.000 DKK
14515,2,0.000 DKK
18482,2,0.000 DKK
23988,2,0.000 DKK
5567,2,0.000 DKK
25606,2,0.000 DKK
9400,2,0.000 DKK
26430,2,0.000 DKK
12978,2,0.000 DKK
9415,2,0.000 DKK
20564,2,0.000 DKK
13006,2,0.000 DKK
21640,2,0.000 DKK
19643,2,0.000 DKK
20391,2,0.000 DKK
17351,2,0.000 DKK
5128,2,0.000 DKK
26431,2,0.000 DKK
19603,2,0.000 DKK
5150,2,0.000 DKK
12804,2,0.000 DKK
5178,2,0.000 DKK
13050,2,0.000 DKK
5258,2,0.000 DKK
21049,2,0.000 DKK
17064,2,0.000 DKK
20755,2,0.000 DKK
21235,2,0.000 DKK
696,2,0.000 DKK
9442,2,0.000 DKK
21231,2,0.000 DKK
13022,2,0.000 DKK
25607,2,0.000 DKK
22157,2,0.000 DKK
24012,2,0.000 DKK
13048,2,0.000 DKK
18882,2,0.000 DKK
5404,2,0.000 DKK
18910,2,0.000 DKK
26433,2,0.000 DKK
8995,2,0.000 DKK
14880,2,0.000 DKK
21676,2,0.000 DKK
12813,2,0.000 DKK
10895,2,0.000 DKK
6341,2,0.000 DKK
12356,2,0.000 DKK
21664,2,0.000 DKK
5391,2,0.000 DKK
15092,2,0.000 DKK
11339,2,0.000 DKK
13199,2,0.000 DKK
16338,2,0.000 DKK
18879,2,0.000 DKK
17411,2,0.000 DKK
6787,2,0.000 DKK
24602,2,0.000 DKK
6689,2,0.000 DKK
20731,2,0.000 DKK
28600,2,0.000 DKK
24044,2,0.000 DKK
24014,2,0.000 DKK
24908,2,0.000 DKK
25354,2,0.000 DKK
18163,2,0.000 DKK
22403,2,0.000 DKK
21827,2,0.000 DKK
20778,2,0.000 DKK
19032,2,0.000 DKK
26432,2,0.000 DKK
17450,2,0.000 DKK
12634,2,0.000 DKK
13663,2,0.000 DKK
12810,2,0.000 DKK
6876,2,0.000 DKK
14658,2,0.000 DKK
17540,2,0.000 DKK
22762,2,0.000 DKK
16102,2,0.000 DKK
15392,2,0.000 DKK
13096,2,0.000 DKK
17091,2,0.000 DKK
13684,2,0.000 DKK
19133,2,0.000 DKK
24099,2,0.000 DKK
19770,2,0.000 DKK
6873,2,0.000 DKK
15608,2,0.000 DKK
28606,2,0.000 DKK
28601,2,0.000 DKK
18525,2,0.000 DKK
13609,2,0.000 DKK
15280,2,0.000 DKK
13838,2,0.000 DKK
26418,2,0.000 DKK
9182,2,0.000 DKK
23095,2,0.000 DKK
19860,2,0.000 DKK
21463,2,0.000 DKK
15715,2,0.000 DKK
22831,2,0.000 DKK
20064,2,0.000 DKK
21311,2,0.000 DKK
17102,2,0.000 DKK
7533,2,0.000 DKK
21080,2,0.000 DKK
23552,2,0.000 DKK
13289,2,0.000 DKK
13926,2,0.000 DKK
15927,2,0.000 DKK
24170,2,0.000 DKK
15862,2,0.000 DKK
23466,2,0.000 DKK
11837,2,0.000 DKK
23003,2,0.000 DKK
14259,2,0.000 DKK
10489,2,0.000 DKK
19942,2,0.000 DKK
16095,2,0.000 DKK
23974,2,0.000 DKK
24139,2,0.000 DKK
19987,2,0.000 DKK
7542,2,0.000 DKK
18578,2,0.000 DKK
16709,2,0.000 DKK
25609,2,0.000 DKK
16977,2,0.000 DKK
21895,2,0.000 DKK
10582,2,0.000 DKK
16864,2,0.000 DKK
22592,2,0.000 DKK
20855,2,0.000 DKK
26204,2,0.000 DKK
18771,2,0.000 DKK
20005,2,0.000 DKK
21666,2,0.000 DKK
24799,2,0.000 DKK
14075,2,0.000 DKK
9994,2,0.000 DKK
17655,2,0.000 DKK
23621,2,0.000 DKK
7596,2,0.000 DKK
10671,2,0.000 DKK
24798,2,0.000 DKK
21704,2,0.000 DKK
18807,2,0.000 DKK
16172,2,0.000 DKK
14731,2,0.000 DKK
16343,2,0.000 DKK
24801,2,0.000 DKK
26434,2,0.000 DKK
26435,2,0.000 DKK
16337,2,0.000 DKK
7594,2,0.000 DKK
22135,2,0.000 DKK
4108,2,0.000 DKK
PN Europa2 op til 1 kg,11,218.060 DKK
21986,2,0.000 DKK
15829,2,0.000 DKK
17181,2,0.000 DKK
24150,2,0.000 DKK
7601,2,0.000 DKK
17264,2,0.000 DKK
16310,2,0.000 DKK
PN Vaerdifors DK - 5 kg,16,191.000 DKK
13991,2,0.000 DKK
10789,2,0.000 DKK
17740,2,0.000 DKK
10301,2,0.000 DKK
8000,2,0.000 DKK
24800,2,0.000 DKK
14823,2,0.000 DKK
20002,2,0.000 DKK
24802,2,0.000 DKK
6558,2,0.000 DKK
17607,2,0.000 DKK
28607,2,0.000 DKK
sticker8011,2,0.000 DKK
16311,2,0.000 DKK
24151,2,0.000 DKK
14186,2,0.000 DKK
20079,2,0.000 DKK
13883,2,0.000 DKK
8033,2,0.000 DKK
17608,2,0.000 DKK
10819,2,0.000 DKK
23628,2,0.000 DKK
24806,2,0.000 DKK
26436,2,0.000 DKK
17681,2,0.000 DKK
6676,2,0.000 DKK
17691,2,0.000 DKK
2299,2,0.000 DKK
22156,2,0.000 DKK
26438,2,0.000 DKK
24670,2,0.000 DKK
27560,2,0.000 DKK
26117,2,0.000 DKK
22201,2,0.000 DKK
15367,2,0.000 DKK
10394,2,0.000 DKK
14482,2,0.000 DKK
25612,2,0.000 DKK
10589,2,0.000 DKK
20302,2,0.000 DKK
8557,2,0.000 DKK
28079,2,0.000 DKK
22040,2,0.000 DKK
23920,2,0.000 DKK
17713,2,0.000 DKK
23906,2,0.000 DKK
14107,2,0.000 DKK
10872,2,0.000 DKK
18886,2,0.000 DKK
26221,2,0.000 DKK
13984,2,0.000 DKK
26437,2,0.000 DKK
19171,2,0.000 DKK
25611,2,0.000 DKK
11609,2,0.000 DKK
28129,2,0.000 DKK
24007,2,0.000 DKK
20136,2,0.000 DKK
17739,2,0.000 DKK
14208,2,0.000 DKK
20124,2,0.000 DKK
23969,2,0.000 DKK
12345,2,0.000 DKK
8598,2,0.000 DKK
15205,2,0.000 DKK
12624,2,0.000 DKK
21250,2,0.000 DKK
26213,2,0.000 DKK
23647,2,0.000 DKK
26217,2,0.000 DKK
22091,2,0.000 DKK
11587,2,0.000 DKK
12353,2,0.000 DKK
16340,2,0.000 DKK
22269,2,0.000 DKK
14864,2,0.000 DKK
20821,2,0.000 DKK
8672,2,0.000 DKK
14875,2,0.000 DKK
24732,2,0.000 DKK
24423,2,0.000 DKK
14204,2,0.000 DKK
20398,2,0.000 DKK
24506,2,0.000 DKK
22357,2,0.000 DKK
20143,2,0.000 DKK
8643,2,0.000 DKK
25451,2,0.000 DKK
25614,2,0.000 DKK
26773,2,0.000 DKK
21665,2,0.000 DKK
21030,2,0.000 DKK
21971,2,0.000 DKK
20507,2,0.000 DKK
21481,2,0.000 DKK
9308,2,0.000 DKK
19240,2,0.000 DKK
15674,2,0.000 DKK
9307,2,0.000 DKK
10641,2,0.000 DKK
15348,2,0.000 DKK
18780,2,0.000 DKK
9325,2,0.000 DKK
14231,2,0.000 DKK
9399,2,0.000 DKK
24827,2,0.000 DKK
21978,2,0.000 DKK
14280,2,0.000 DKK
26440,2,0.000 DKK
10011,2,0.000 DKK
8733,2,0.000 DKK
22670,2,0.000 DKK
17764,2,0.000 DKK
10970,2,0.000 DKK
17774,2,0.000 DKK
19836,2,0.000 DKK
20050,2,0.000 DKK
12399,2,0.000 DKK
10447,2,0.000 DKK
22427,2,0.000 DKK
21260,2,0.000 DKK
19756,2,0.000 DKK
17158,2,0.000 DKK
21344,2,0.000 DKK
14797,2,0.000 DKK
10707,2,0.000 DKK
16409,2,0.000 DKK
9454,2,0.000 DKK
19136,2,0.000 DKK
20401,2,0.000 DKK
20185,2,0.000 DKK
22915,2,0.000 DKK
26441,2,0.000 DKK
9805,2,0.000 DKK
9406,2,0.000 DKK
14927,2,0.000 DKK
14929,2,0.000 DKK
bipc33101119,2,0.000 DKK
21351,2,0.000 DKK
9432,2,0.000 DKK
16631,2,0.000 DKK
16265,2,0.000 DKK
9466,2,0.000 DKK
16589,2,0.000 DKK
20799,2,0.000 DKK
16452,2,0.000 DKK
21826,2,0.000 DKK
24829,2,0.000 DKK
22473,2,0.000 DKK
9455,2,0.000 DKK
20509,2,0.000 DKK
20818,2,0.000 DKK
16563,2,0.000 DKK
26444,2,0.000 DKK
22452,2,0.000 DKK
26442,2,0.000 DKK
9459,2,0.000 DKK
19435,2,0.000 DKK
14596,2,0.000 DKK
24878,2,0.000 DKK
13924,2,0.000 DKK
14744,2,0.000 DKK
22490,2,0.000 DKK
22833,2,0.000 DKK
24832,2,0.000 DKK
19924,2,0.000 DKK
11005,2,0.000 DKK
20899,2,0.000 DKK
16453,2,0.000 DKK
9558,2,0.000 DKK
13974,2,0.000 DKK
12442,2,0.000 DKK
15641,2,0.000 DKK
22136,2,0.000 DKK
16636,2,0.000 DKK
16510,2,0.000 DKK
18068,2,0.000 DKK
17675,2,0.000 DKK
22155,2,0.000 DKK
13976,2,0.000 DKK
22314,2,0.000 DKK
9581,2,0.000 DKK
14836,2,0.000 DKK
14837,2,0.000 DKK
24540,2,0.000 DKK
17988,2,0.000 DKK
16556,2,0.000 DKK
21170,2,0.000 DKK
1140,2,0.000 DKK
16561,2,0.000 DKK
14020,2,0.000 DKK
12787,2,0.000 DKK
21556,2,0.000 DKK
16570,2,0.000 DKK
24833,2,0.000 DKK
22238,2,0.000 DKK
22839,2,0.000 DKK
9589,2,0.000 DKK
13373,2,0.000 DKK
20133,2,0.000 DKK
24828,2,0.000 DKK
23023,2,0.000 DKK
21275,2,0.000 DKK
16659,2,0.000 DKK
9600,2,0.000 DKK
22338,2,0.000 DKK
16717,2,0.000 DKK
21112,2,0.000 DKK
14025,2,0.000 DKK
21528,2,0.000 DKK
22362,2,0.000 DKK
22585,2,0.000 DKK
23347,2,0.000 DKK
13380,2,0.000 DKK
26445,2,0.000 DKK
28608,2,0.000 DKK
24831,2,0.000 DKK
23519,2,0.000 DKK
22359,2,0.000 DKK
1239,2,0.000 DKK
22849,2,0.000 DKK
9666,2,0.000 DKK
10951,2,0.000 DKK
16774,2,0.000 DKK
17315,2,0.000 DKK
16830,2,0.000 DKK
23797,2,0.000 DKK
16388,2,0.000 DKK
10954,2,0.000 DKK
22907,2,0.000 DKK
20179,2,0.000 DKK
23540,2,0.000 DKK
22878,2,0.000 DKK
18168,2,0.000 DKK
5653,2,0.000 DKK
21361,2,0.000 DKK
13503,2,0.000 DKK
9739,2,0.000 DKK
15542,2,0.000 DKK
20182,2,0.000 DKK
22719,2,0.000 DKK
24711,2,0.000 DKK
17753,2,0.000 DKK
16850,2,0.000 DKK
17974,2,0.000 DKK
20214,2,0.000 DKK
23001,2,0.000 DKK
17552,2,0.000 DKK
17268,2,0.000 DKK
9983,2,0.000 DKK
24158,2,0.000 DKK
22789,2,0.000 DKK
20209,2,0.000 DKK
17160,2,0.000 DKK
21610,2,0.000 DKK
24836,2,0.000 DKK
24837,2,0.000 DKK
28188,2,0.000 DKK
28054,2,0.000 DKK
15913,2,0.000 DKK
18173,2,0.000 DKK
25613,2,0.000 DKK
9996,2,0.000 DKK
12553,2,0.000 DKK
15694,2,0.000 DKK
23946,2,0.000 DKK
22792,2,0.000 DKK
13818,2,0.000 DKK
18797,2,0.000 DKK
18169,2,0.000 DKK
13650,2,0.000 DKK
26446,2,0.000 DKK
19302,2,0.000 DKK
10032,2,0.000 DKK
23010,2,0.000 DKK
13884,2,0.000 DKK
24255,2,0.000 DKK
16873,2,0.000 DKK
28588,2,0.000 DKK
28609,2,0.000 DKK
23967,2,0.000 DKK
16539,2,0.000 DKK
23963,2,0.000 DKK
19388,2,0.000 DKK
18335,2,0.000 DKK
22807,2,0.000 DKK
2597,2,0.000 DKK
17677,2,0.000 DKK
16880,2,0.000 DKK
24252,2,0.000 DKK
19069,2,0.000 DKK
16079,2,0.000 DKK
26386,2,0.000 DKK
15679,2,0.000 DKK
17060,2,0.000 DKK
19779,2,0.000 DKK
24834,2,0.000 DKK
15770,2,0.000 DKK
25211,2,0.000 DKK
21346,2,0.000 DKK
19748,2,0.000 DKK
19412,2,0.000 DKK
14184,2,0.000 DKK
21385,2,0.000 DKK
25212,2,0.000 DKK
24696,2,0.000 DKK
14158,2,0.000 DKK
24539,2,0.000 DKK
24830,2,0.000 DKK
11477,2,0.000 DKK
12017,2,0.000 DKK
19829,2,0.000 DKK
14183,2,0.000 DKK
14548,2,0.000 DKK
7390,2,0.000 DKK
17441,2,0.000 DKK
25371,2,0.000 DKK
12631,2,0.000 DKK
16679,2,0.000 DKK
16433,2,0.000 DKK
17202,2,0.000 DKK
20698,2,0.000 DKK
24867,2,0.000 DKK
23913,2,0.000 DKK
17131,2,0.000 DKK
19810,2,0.000 DKK
24843,2,0.000 DKK
24999,2,0.000 DKK
10631,2,0.000 DKK
PN Europa1- op til 20 kg,11,0.000 DKK
24165,2,0.000 DKK
25372,2,0.000 DKK
14737,2,0.000 DKK
19834,2,0.000 DKK
16521,2,0.000 DKK
24841,2,0.000 DKK
7405,2,0.000 DKK
21687,2,0.000 DKK
25217,2,0.000 DKK
19321,2,0.000 DKK
21337,2,0.000 DKK
14359,2,0.000 DKK
21424,2,0.000 DKK
21377,2,0.000 DKK
5994,2,0.000 DKK
10689,2,0.000 DKK
14211,2,0.000 DKK
20156,2,0.000 DKK
17551,2,0.000 DKK
14733,2,0.000 DKK
8992,2,0.000 DKK
17221,2,0.000 DKK
14872,2,0.000 DKK
24164,2,0.000 DKK
21054,2,0.000 DKK
17037,2,0.000 DKK
17781,2,0.000 DKK
24839,2,0.000 DKK
25245,2,0.000 DKK
25219,2,0.000 DKK
26120,2,0.000 DKK
24845,2,0.000 DKK
22903,2,0.000 DKK
17652,2,0.000 DKK
25385,2,0.000 DKK
20724,2,0.000 DKK
PN Faeroe 1 kg,11,266.000 DKK
21894,2,0.000 DKK
17070,2,0.000 DKK
13989,2,0.000 DKK
21621,2,0.000 DKK
21968,2,0.000 DKK
22939,2,0.000 DKK
3701,2,0.000 DKK
14976,2,0.000 DKK
16652,2,0.000 DKK
25279,2,0.000 DKK
25225,2,0.000 DKK
24662,2,0.000 DKK
17175,2,0.000 DKK
3879,2,0.000 DKK
9590,2,0.000 DKK
2412,2,0.000 DKK
25227,2,0.000 DKK
21511,2,0.000 DKK
25224,2,0.000 DKK
16379,2,0.000 DKK
14129,2,0.000 DKK
3990,2,0.000 DKK
3293,2,0.000 DKK
3794,2,0.000 DKK
10121,2,0.000 DKK
9679,2,0.000 DKK
18251,2,0.000 DKK
14099,2,0.000 DKK
23043,2,0.000 DKK
16658,2,0.000 DKK
25473,2,0.000 DKK
2878,2,0.000 DKK
17201,2,0.000 DKK
14137,2,0.000 DKK
3864,2,0.000 DKK
23160,2,0.000 DKK
11291,2,0.000 DKK
23559,2,0.000 DKK
25226,2,0.000 DKK
16819,2,0.000 DKK
28610,2,0.000 DKK
14380,2,0.000 DKK
14147,2,0.000 DKK
25231,2,0.000 DKK
11752,2,0.000 DKK
3852,2,0.000 DKK
5973,2,0.000 DKK
23059,2,0.000 DKK
17410,2,0.000 DKK
5729,2,0.000 DKK
14449,2,0.000 DKK
16689,2,0.000 DKK
4199,2,0.000 DKK
25234,2,0.000 DKK
15025,2,0.000 DKK
3887,2,0.000 DKK
17282,2,0.000 DKK
17487,2,0.000 DKK
24509,2,0.000 DKK
22392,2,0.000 DKK
14998,2,0.000 DKK
26425,2,0.000 DKK
25228,2,0.000 DKK
25269,2,0.000 DKK
18108,2,0.000 DKK
10179,2,0.000 DKK
5991,2,0.000 DKK
23175,2,0.000 DKK
25280,2,0.000 DKK
17039,2,0.000 DKK
17197,2,0.000 DKK
16970,2,0.000 DKK
17225,2,0.000 DKK
10989,2,0.000 DKK
25287,2,0.000 DKK
17878,2,0.000 DKK
20207,2,0.000 DKK
4529,2,0.000 DKK
23415,2,0.000 DKK
22124,2,0.000 DKK
10984,2,0.000 DKK
25235,2,0.000 DKK
18271,2,0.000 DKK
25288,2,0.000 DKK
23174,2,0.000 DKK
22245,2,0.000 DKK
25292,2,0.000 DKK
25408,2,0.000 DKK
23166,2,0.000 DKK
14612,2,0.000 DKK
18855,2,0.000 DKK
23472,2,0.000 DKK
6158,2,0.000 DKK
18875,2,0.000 DKK
12142,2,0.000 DKK
6153,2,0.000 DKK
8096,2,0.000 DKK
23222,2,0.000 DKK
25491,2,0.000 DKK
8063,2,0.000 DKK
17506,2,0.000 DKK
26448,2,0.000 DKK
17218,2,0.000 DKK
15103,2,0.000 DKK
14239,2,0.000 DKK
10602,2,0.000 DKK
23385,2,0.000 DKK
17299,2,0.000 DKK
22466,2,0.000 DKK
12211,2,0.000 DKK
22953,2,0.000 DKK
22181,2,0.000 DKK
22467,2,0.000 DKK
21615,2,0.000 DKK
6306,2,0.000 DKK
23623,2,0.000 DKK
6956,2,0.000 DKK
18892,2,0.000 DKK
23243,2,0.000 DKK
17538,2,0.000 DKK
25488,2,0.000 DKK
8102,2,0.000 DKK
11031,2,0.000 DKK
25289,2,0.000 DKK
23468,2,0.000 DKK
23622,2,0.000 DKK
17535,2,0.000 DKK
17732,2,0.000 DKK
23537,2,0.000 DKK
18317,2,0.000 DKK
25527,2,0.000 DKK
25290,2,0.000 DKK
8138,2,0.000 DKK
15361,2,0.000 DKK
4784,2,0.000 DKK
25492,2,0.000 DKK
11176,2,0.000 DKK
8154,2,0.000 DKK
15256,2,0.000 DKK
15498,2,0.000 DKK
8180,2,0.000 DKK
1972,2,0.000 DKK
23958,2,0.000 DKK
23990,2,0.000 DKK
27846,2,0.000 DKK
7004,2,0.000 DKK
25291,2,0.000 DKK
24969,2,0.000 DKK
18297,2,0.000 DKK
8156,2,0.000 DKK
2365,2,0.000 DKK
19376,2,0.000 DKK
13030,2,0.000 DKK
17350,2,0.000 DKK
22381,2,0.000 DKK
22608,2,0.000 DKK
8236,2,0.000 DKK
14709,2,0.000 DKK
23787,2,0.000 DKK
17527,2,0.000 DKK
24364,2,0.000 DKK
11263,2,0.000 DKK
24842,2,0.000 DKK
14707,2,0.000 DKK
25091,2,0.000 DKK
21232,2,0.000 DKK
12417,2,0.000 DKK
7048,2,0.000 DKK
22117,2,0.000 DKK
6171,2,0.000 DKK
14403,2,0.000 DKK
15078,2,0.000 DKK
8459,2,0.000 DKK
17600,2,0.000 DKK
1973,2,0.000 DKK
14832,2,0.000 DKK
25294,2,0.000 DKK
18316,2,0.000 DKK
10932,2,0.000 DKK
15080,2,0.000 DKK
12877,2,0.000 DKK
18489,2,0.000 DKK
22435,2,0.000 DKK
12872,2,0.000 DKK
25528,2,0.000 DKK
24941,2,0.000 DKK
12980,2,0.000 DKK
18215,2,0.000 DKK
28612,2,0.000 DKK
8563,2,0.000 DKK
11684,2,0.000 DKK
5509,2,0.000 DKK
18482,2,0.000 DKK
5466,2,0.000 DKK
17748,2,0.000 DKK
3242,2,0.000 DKK
2349,2,0.000 DKK
18653,2,0.000 DKK
22935,2,0.000 DKK
18194,2,0.000 DKK
15336,2,0.000 DKK
2411,2,0.000 DKK
22637,2,0.000 DKK
22638,2,0.000 DKK
11746,2,0.000 DKK
18911,2,0.000 DKK
9887,2,0.000 DKK
17667,2,0.000 DKK
16902,2,0.000 DKK
22947,2,0.000 DKK
17899,2,0.000 DKK
18269,2,0.000 DKK
12355,2,0.000 DKK
18748,2,0.000 DKK
10988,2,0.000 DKK
18494,2,0.000 DKK
3486,1,0.000 DKK
3399,2,0.000 DKK
23069,2,0.000 DKK
6510,2,0.000 DKK
22646,2,0.000 DKK
15381,2,0.000 DKK
3921,2,0.000 DKK
6707,2,0.000 DKK
10163,2,0.000 DKK
22639,2,0.000 DKK
18221,2,0.000 DKK
6598,2,0.000 DKK
23142,2,0.000 DKK
18938,2,0.000 DKK
5597,2,0.000 DKK
18314,2,0.000 DKK
10845,2,0.000 DKK
18247,2,0.000 DKK
10840,2,0.000 DKK
24805,2,0.000 DKK
19411,2,0.000 DKK
19038,2,0.000 DKK
22681,2,0.000 DKK
23432,2,0.000 DKK
19012,2,0.000 DKK
19529,2,0.000 DKK
10982,2,0.000 DKK
26449,2,0.000 DKK
19954,2,0.000 DKK
1032,2,0.000 DKK
25530,2,0.000 DKK
13064,2,0.000 DKK
28611,2,0.000 DKK
5572,2,0.000 DKK
14438,2,0.000 DKK
4618,2,0.000 DKK
15440,2,0.000 DKK
2072,2,0.000 DKK
24807,2,0.000 DKK
18258,2,0.000 DKK
2409,2,0.000 DKK
5695,2,0.000 DKK
19835,2,0.000 DKK
22853,2,0.000 DKK
1242,2,0.000 DKK
11036,2,0.000 DKK
2300,2,0.000 DKK
23162,2,0.000 DKK
16196,2,0.000 DKK
10980,2,0.000 DKK
PN Pakkelabel DK Collect 20kg,12,120.500 DKK
26450,2,0.000 DKK
26451,2,0.000 DKK
22779,2,0.000 DKK
14896,2,0.000 DKK
11327,2,0.000 DKK
11057,2,0.000 DKK
11048,2,0.000 DKK
5373,2,0.000 DKK
PN Volumentillæg,11,95.000 DKK
18340,2,0.000 DKK
18083,2,0.000 DKK
14459,2,0.000 DKK
13513,2,0.000 DKK
15456,2,0.000 DKK
11106,2,0.000 DKK
20555,2,0.000 DKK
6215,2,0.000 DKK
5970,2,0.000 DKK
22848,2,0.000 DKK
27447,2,0.000 DKK
22936,2,0.000 DKK
2123,2,0.000 DKK
26046,2,0.000 DKK
3835,2,0.000 DKK
23147,2,0.000 DKK
11079,2,0.000 DKK
6164,2,0.000 DKK
15617,2,0.000 DKK
23445,2,0.000 DKK
18360,2,0.000 DKK
23471,2,0.000 DKK
6618,2,0.000 DKK
20613,2,0.000 DKK
11195,2,0.000 DKK
20609,2,0.000 DKK
11529,2,0.000 DKK
6260,2,0.000 DKK
18575,2,0.000 DKK
15462,2,0.000 DKK
25531,2,0.000 DKK
14512,2,0.000 DKK
14852,2,0.000 DKK
19558,2,0.000 DKK
15465,2,0.000 DKK
18560,2,0.000 DKK
15466,2,0.000 DKK
18971,2,0.000 DKK
18675,2,0.000 DKK
18589,2,0.000 DKK
11476,2,0.000 DKK
23677,2,0.000 DKK
20615,2,0.000 DKK
6302,2,0.000 DKK
18564,2,0.000 DKK
11521,2,0.000 DKK
7117,2,0.000 DKK
19701,2,0.000 DKK
23994,2,0.000 DKK
13858,2,0.000 DKK
23637,2,0.000 DKK
19037,2,0.000 DKK
28613,2,0.000 DKK
18396,2,0.000 DKK
20071,2,0.000 DKK
15481,2,0.000 DKK
13398,2,0.000 DKK
20637,2,0.000 DKK
11565,2,0.000 DKK
18449,2,0.000 DKK
13585,2,0.000 DKK
6332,2,0.000 DKK
18408,2,0.000 DKK
11791,2,0.000 DKK
7138,2,0.000 DKK
9445,2,0.000 DKK
20055,2,0.000 DKK
20648,2,0.000 DKK
20194,2,0.000 DKK
6331,2,0.000 DKK
6887,2,0.000 DKK
20006,2,0.000 DKK
PN Volumentillæg, indland,12,95.000 DKK
28087,2,0.000 DKK
18510,2,0.000 DKK
24745,2,0.000 DKK
18150,2,0.000 DKK
25532,2,0.000 DKK
11604,2,0.000 DKK
20012,2,0.000 DKK
8109,2,0.000 DKK
25534,2,0.000 DKK
25533,2,0.000 DKK
PN Brev 100g indland,12,24.400 DKK
23705,2,0.000 DKK
12363,2,0.000 DKK
25535,2,0.000 DKK
25537,2,0.000 DKK
16532,2,0.000 DKK
8087,2,0.000 DKK
8061,2,0.000 DKK
20377,2,0.000 DKK
22385,2,0.000 DKK
20378,2,0.000 DKK
20269,2,0.000 DKK
8225,2,0.000 DKK
19047,2,0.000 DKK
25536,2,0.000 DKK
21737,2,0.000 DKK
14264,2,0.000 DKK
PN Brev 250g Indland,12,49.400 DKK
PN Brev 2kg indland,12,74.400 DKK
18456,2,0.000 DKK
4527,2,0.000 DKK
3869,2,0.000 DKK
20415,2,0.000 DKK
2731,2,0.000 DKK
20270,2,0.000 DKK
18520,2,0.000 DKK
12372,2,0.000 DKK
15501,2,0.000 DKK
1849,2,0.000 DKK
8183,2,0.000 DKK
28088,2,0.000 DKK
13859,2,0.000 DKK
25789,2,0.000 DKK
5654,2,0.000 DKK
22145,2,0.000 DKK
15264,2,0.000 DKK
14371,2,0.000 DKK
18228,2,0.000 DKK
13262,2,0.000 DKK
5644,2,0.000 DKK
20307,2,0.000 DKK
7001,2,0.000 DKK
22166,2,0.000 DKK
12402,2,0.000 DKK
14745,2,0.000 DKK
18746,2,0.000 DKK
12873,2,0.000 DKK
18874,2,0.000 DKK
24664,2,0.000 DKK
19300,2,0.000 DKK
8269,2,0.000 DKK
20330,2,0.000 DKK
18470,2,0.000 DKK
18877,2,0.000 DKK
14156,2,0.000 DKK
5862,2,0.000 DKK
20422,2,0.000 DKK
22328,2,0.000 DKK
18561,2,0.000 DKK
14402,2,0.000 DKK
PN Vaerdiforsendelse Udland,16,185.000 DKK
15548,2,0.000 DKK
15547,2,0.000 DKK
18583,2,0.000 DKK
5877,2,0.000 DKK
18512,2,0.000 DKK
20482,2,0.000 DKK
13592,2,0.000 DKK
22227,2,0.000 DKK
951,2,0.000 DKK
13775,2,0.000 DKK
20828,2,0.000 DKK
20450,2,0.000 DKK
12910,2,0.000 DKK
18596,2,0.000 DKK
20833,2,0.000 DKK
22377,2,0.000 DKK
7716,2,0.000 DKK
22588,2,0.000 DKK
14430,2,0.000 DKK
20617,2,0.000 DKK
25912,2,0.000 DKK
12461,2,0.000 DKK
6045,2,0.000 DKK
18181,2,0.000 DKK
22507,2,0.000 DKK
18514,2,0.000 DKK
22468,2,0.000 DKK
6159,2,0.000 DKK
1355,2,0.000 DKK
16615,2,0.000 DKK
6203,2,0.000 DKK
952,2,0.000 DKK
28614,2,0.000 DKK
7951,2,0.000 DKK
23226,2,0.000 DKK
15484,2,0.000 DKK
18515,2,0.000 DKK
7954,2,0.000 DKK
14065,2,0.000 DKK
20838,2,0.000 DKK
18604,2,0.000 DKK
14502,2,0.000 DKK
18363,2,0.000 DKK
3409,2,0.000 DKK
15707,2,0.000 DKK
6220,2,0.000 DKK
19986,2,0.000 DKK
7007,2,0.000 DKK
21363,2,0.000 DKK
6442,2,0.000 DKK
12483,2,0.000 DKK
6459,2,0.000 DKK
8514,2,0.000 DKK
21622,2,0.000 DKK
18149,2,0.000 DKK
6419,2,0.000 DKK
21118,2,0.000 DKK
18535,2,0.000 DKK
21619,2,0.000 DKK
23487,2,0.000 DKK
16008,2,0.000 DKK
20937,2,0.000 DKK
6462,2,0.000 DKK
17134,2,0.000 DKK
18595,2,0.000 DKK
15774,2,0.000 DKK
20758,2,0.000 DKK
22488,2,0.000 DKK
4680,2,0.000 DKK
23492,2,0.000 DKK
18541,2,0.000 DKK
12503,2,0.000 DKK
15764,2,0.000 DKK
8054,2,0.000 DKK
17349,2,0.000 DKK
23450,2,0.000 DKK
20997,2,0.000 DKK
4789,2,0.000 DKK
8243,2,0.000 DKK
15854,2,0.000 DKK
4843,2,0.000 DKK
23614,2,0.000 DKK
20956,2,0.000 DKK
8723,2,0.000 DKK
8127,2,0.000 DKK
6480,2,0.000 DKK
24598,2,0.000 DKK
6472,2,0.000 DKK
18612,2,0.000 DKK
22153,2,0.000 DKK
23619,2,0.000 DKK
23870,2,0.000 DKK
16896,2,0.000 DKK
18639,2,0.000 DKK
22499,2,0.000 DKK
